exception_id,bill_id,account_id,customer_id,billing_cycle_id,customer_segment,county,exception_type,severity,created_date,resolved_date,resolution_status
EXC00004717,BILL00052129,ACCT004345,CUST004345,2024-01,Residential,CONTRA COSTA,Inactive Account,High,2024-02-03,,In Review
EXC00004718,BILL00052130,ACCT004345,CUST004345,2024-02,Residential,CONTRA COSTA,Inactive Account,High,2024-03-03,2024-03-08,Resolved
EXC00004719,BILL00052131,ACCT004345,CUST004345,2024-03,Residential,CONTRA COSTA,Inactive Account,High,2024-04-03,2024-04-13,Resolved
EXC00004720,BILL00052132,ACCT004345,CUST004345,2024-04,Residential,CONTRA COSTA,Inactive Account,High,2024-05-03,2024-05-16,Resolved
EXC00004721,BILL00052133,ACCT004345,CUST004345,2024-05,Residential,CONTRA COSTA,Inactive Account,High,2024-06-03,2024-06-04,Resolved
EXC00004722,BILL00052134,ACCT004345,CUST004345,2024-06,Residential,CONTRA COSTA,Inactive Account,High,2024-07-03,2024-07-11,Resolved
EXC00004723,BILL00052135,ACCT004345,CUST004345,2024-07,Residential,CONTRA COSTA,Inactive Account,High,2024-08-03,,Open
EXC00004724,BILL00052136,ACCT004345,CUST004345,2024-08,Residential,CONTRA COSTA,Inactive Account,High,2024-09-03,2024-09-06,Resolved
EXC00004725,BILL00052137,ACCT004345,CUST004345,2024-09,Residential,CONTRA COSTA,Inactive Account,High,2024-10-03,,Open
EXC00004726,BILL00052138,ACCT004345,CUST004345,2024-10,Residential,CONTRA COSTA,Inactive Account,High,2024-11-03,2024-11-11,Resolved
EXC00004727,BILL00052139,ACCT004345,CUST004345,2024-11,Residential,CONTRA COSTA,Inactive Account,High,2024-12-03,,In Review
EXC00004728,BILL00052140,ACCT004345,CUST004345,2024-12,Residential,CONTRA COSTA,Inactive Account,High,2025-01-03,,In Review
EXC00004729,BILL00052153,ACCT004347,CUST004347,2024-01,Commercial,MADERA,Missing Meter Read,Medium,2024-02-03,,In Review
EXC00004730,BILL00052180,ACCT004349,CUST004349,2024-04,Commercial,SANTA BARBARA,Missing Meter Read,Medium,2024-05-03,,Open
EXC00004731,BILL00052182,ACCT004349,CUST004349,2024-06,Commercial,SANTA BARBARA,Missing Meter Read,Medium,2024-07-03,,Open
EXC00004732,BILL00052185,ACCT004349,CUST004349,2024-09,Commercial,SANTA BARBARA,Missing Meter Read,Medium,2024-10-03,,Open
EXC00004733,BILL00052229,ACCT004353,CUST004353,2024-05,Residential,MONTEREY,Missing Meter Read,Medium,2024-06-03,2024-06-11,Resolved
EXC00004734,BILL00052230,ACCT004353,CUST004353,2024-06,Residential,MONTEREY,Invalid Meter Read,High,2024-07-03,2024-07-04,Resolved
EXC00004735,BILL00052231,ACCT004353,CUST004353,2024-07,Residential,MONTEREY,Invalid Meter Read,High,2024-08-03,,In Review
EXC00004736,BILL00052273,ACCT004357,CUST004357,2024-01,Residential,SAN JOAQUIN,Inactive Account,High,2024-02-03,2024-02-08,Resolved
EXC00004737,BILL00052274,ACCT004357,CUST004357,2024-02,Residential,SAN JOAQUIN,Inactive Account,High,2024-03-03,2024-03-05,Resolved
EXC00004738,BILL00052275,ACCT004357,CUST004357,2024-03,Residential,SAN JOAQUIN,Inactive Account,High,2024-04-03,2024-04-05,Resolved
EXC00004739,BILL00052276,ACCT004357,CUST004357,2024-04,Residential,SAN JOAQUIN,Inactive Account,High,2024-05-03,2024-05-15,Resolved
EXC00004740,BILL00052277,ACCT004357,CUST004357,2024-05,Residential,SAN JOAQUIN,Inactive Account,High,2024-06-03,2024-06-16,Resolved
EXC00004741,BILL00052278,ACCT004357,CUST004357,2024-06,Residential,SAN JOAQUIN,Inactive Account,High,2024-07-03,2024-07-16,Resolved
EXC00004742,BILL00052279,ACCT004357,CUST004357,2024-07,Residential,SAN JOAQUIN,Inactive Account,High,2024-08-03,,In Review
EXC00004743,BILL00052280,ACCT004357,CUST004357,2024-08,Residential,SAN JOAQUIN,Inactive Account,High,2024-09-03,2024-09-15,Resolved
EXC00004744,BILL00052281,ACCT004357,CUST004357,2024-09,Residential,SAN JOAQUIN,Inactive Account,High,2024-10-03,2024-10-09,Resolved
EXC00004745,BILL00052282,ACCT004357,CUST004357,2024-10,Residential,SAN JOAQUIN,Inactive Account,High,2024-11-03,2024-11-04,Resolved
EXC00004746,BILL00052283,ACCT004357,CUST004357,2024-11,Residential,SAN JOAQUIN,Inactive Account,High,2024-12-03,2024-12-08,Resolved
EXC00004747,BILL00052284,ACCT004357,CUST004357,2024-12,Residential,SAN JOAQUIN,Inactive Account,High,2025-01-03,,In Review
EXC00004748,BILL00052321,ACCT004361,CUST004361,2024-01,Residential,PLACER,Inactive Account,High,2024-02-03,,Open
EXC00004749,BILL00052322,ACCT004361,CUST004361,2024-02,Residential,PLACER,Inactive Account,High,2024-03-03,2024-03-16,Resolved
EXC00004750,BILL00052323,ACCT004361,CUST004361,2024-03,Residential,PLACER,Inactive Account,High,2024-04-03,,Open
EXC00004751,BILL00052324,ACCT004361,CUST004361,2024-04,Residential,PLACER,Inactive Account,High,2024-05-03,2024-05-16,Resolved
EXC00004752,BILL00052325,ACCT004361,CUST004361,2024-05,Residential,PLACER,Inactive Account,High,2024-06-03,,Open
EXC00004753,BILL00052326,ACCT004361,CUST004361,2024-06,Residential,PLACER,Inactive Account,High,2024-07-03,2024-07-07,Resolved
EXC00004754,BILL00052327,ACCT004361,CUST004361,2024-07,Residential,PLACER,Inactive Account,High,2024-08-03,2024-08-14,Resolved
EXC00004755,BILL00052328,ACCT004361,CUST004361,2024-08,Residential,PLACER,Inactive Account,High,2024-09-03,,Open
EXC00004756,BILL00052329,ACCT004361,CUST004361,2024-09,Residential,PLACER,Inactive Account,High,2024-10-03,2024-10-08,Resolved
EXC00004757,BILL00052330,ACCT004361,CUST004361,2024-10,Residential,PLACER,Inactive Account,High,2024-11-03,2024-11-14,Resolved
EXC00004758,BILL00052331,ACCT004361,CUST004361,2024-11,Residential,PLACER,Inactive Account,High,2024-12-03,2024-12-09,Resolved
EXC00004759,BILL00052332,ACCT004361,CUST004361,2024-12,Residential,PLACER,Inactive Account,High,2025-01-03,2025-01-09,Resolved
EXC00004760,BILL00052341,ACCT004362,CUST004362,2024-09,Residential,SAN JOAQUIN,Invalid Meter Read,High,2024-10-03,,Open
EXC00004761,BILL00052343,ACCT004362,CUST004362,2024-11,Residential,SAN JOAQUIN,Missing Meter Read,Medium,2024-12-03,,In Review
EXC00004762,BILL00052349,ACCT004363,CUST004363,2024-05,Residential,KERN,Missing Meter Read,Medium,2024-06-03,2024-06-04,Resolved
EXC00004763,BILL00052376,ACCT004365,CUST004365,2024-08,Residential,ALAMEDA,Missing Meter Read,Medium,2024-09-03,,Open
EXC00004764,BILL00052393,ACCT004367,CUST004367,2024-01,Residential,PLACER,Inactive Account,High,2024-02-03,,Open
EXC00004765,BILL00052394,ACCT004367,CUST004367,2024-02,Residential,PLACER,Inactive Account,High,2024-03-03,2024-03-06,Resolved
EXC00004766,BILL00052395,ACCT004367,CUST004367,2024-03,Residential,PLACER,Inactive Account,High,2024-04-03,2024-04-09,Resolved
EXC00004767,BILL00052396,ACCT004367,CUST004367,2024-04,Residential,PLACER,Inactive Account,High,2024-05-03,2024-05-14,Resolved
EXC00004768,BILL00052397,ACCT004367,CUST004367,2024-05,Residential,PLACER,Inactive Account,High,2024-06-03,,Open
EXC00004769,BILL00052398,ACCT004367,CUST004367,2024-06,Residential,PLACER,Inactive Account,High,2024-07-03,,In Review
EXC00004770,BILL00052399,ACCT004367,CUST004367,2024-07,Residential,PLACER,Inactive Account,High,2024-08-03,2024-08-05,Resolved
EXC00004771,BILL00052400,ACCT004367,CUST004367,2024-08,Residential,PLACER,Inactive Account,High,2024-09-03,2024-09-11,Resolved
EXC00004772,BILL00052401,ACCT004367,CUST004367,2024-09,Residential,PLACER,Inactive Account,High,2024-10-03,2024-10-12,Resolved
EXC00004773,BILL00052402,ACCT004367,CUST004367,2024-10,Residential,PLACER,Inactive Account,High,2024-11-03,,In Review
EXC00004774,BILL00052403,ACCT004367,CUST004367,2024-11,Residential,PLACER,Inactive Account,High,2024-12-03,2024-12-13,Resolved
EXC00004775,BILL00052404,ACCT004367,CUST004367,2024-12,Residential,PLACER,Inactive Account,High,2025-01-03,2025-01-16,Resolved
EXC00004776,BILL00052417,ACCT004369,CUST004369,2024-01,Residential,MERCED,Inactive Account,High,2024-02-03,2024-02-14,Resolved
EXC00004777,BILL00052418,ACCT004369,CUST004369,2024-02,Residential,MERCED,Inactive Account,High,2024-03-03,2024-03-11,Resolved
EXC00004778,BILL00052419,ACCT004369,CUST004369,2024-03,Residential,MERCED,Inactive Account,High,2024-04-03,2024-04-05,Resolved
EXC00004779,BILL00052420,ACCT004369,CUST004369,2024-04,Residential,MERCED,Inactive Account,High,2024-05-03,,Open
EXC00004780,BILL00052421,ACCT004369,CUST004369,2024-05,Residential,MERCED,Inactive Account,High,2024-06-03,2024-06-15,Resolved
EXC00004781,BILL00052422,ACCT004369,CUST004369,2024-06,Residential,MERCED,Inactive Account,High,2024-07-03,2024-07-12,Resolved
EXC00004782,BILL00052423,ACCT004369,CUST004369,2024-07,Residential,MERCED,Inactive Account,High,2024-08-03,2024-08-08,Resolved
EXC00004783,BILL00052424,ACCT004369,CUST004369,2024-08,Residential,MERCED,Inactive Account,High,2024-09-03,2024-09-08,Resolved
EXC00004784,BILL00052425,ACCT004369,CUST004369,2024-09,Residential,MERCED,Inactive Account,High,2024-10-03,2024-10-12,Resolved
EXC00004785,BILL00052426,ACCT004369,CUST004369,2024-10,Residential,MERCED,Inactive Account,High,2024-11-03,2024-11-10,Resolved
EXC00004786,BILL00052427,ACCT004369,CUST004369,2024-11,Residential,MERCED,Inactive Account,High,2024-12-03,2024-12-14,Resolved
EXC00004787,BILL00052428,ACCT004369,CUST004369,2024-12,Residential,MERCED,Inactive Account,High,2025-01-03,2025-01-16,Resolved
EXC00004788,BILL00052461,ACCT004372,CUST004372,2024-09,Residential,SANTA CLARA,Invalid Meter Read,High,2024-10-03,2024-10-12,Resolved
EXC00004789,BILL00052464,ACCT004372,CUST004372,2024-12,Residential,SANTA CLARA,Missing Meter Read,Medium,2025-01-03,2025-01-04,Resolved
EXC00004790,BILL00052483,ACCT004374,CUST004374,2024-07,Residential,MONTEREY,Invalid Meter Read,High,2024-08-03,2024-08-08,Resolved
EXC00004791,BILL00052516,ACCT004377,CUST004377,2024-04,Residential,FRESNO,Missing Meter Read,Medium,2024-05-03,2024-05-07,Resolved
EXC00004792,BILL00052544,ACCT004379,CUST004379,2024-08,Residential,MONTEREY,Missing Meter Read,Medium,2024-09-03,2024-09-14,Resolved
EXC00004793,BILL00052554,ACCT004380,CUST004380,2024-06,Residential,ALAMEDA,Missing Meter Read,Medium,2024-07-03,2024-07-04,Resolved
EXC00004794,BILL00052558,ACCT004380,CUST004380,2024-10,Residential,ALAMEDA,Missing Meter Read,Medium,2024-11-03,2024-11-12,Resolved
EXC00004795,BILL00052590,ACCT004383,CUST004383,2024-06,Residential,SAN FRANCISCO,Missing Meter Read,Medium,2024-07-03,,Open
EXC00004796,BILL00052625,ACCT004386,CUST004386,2024-05,Residential,MONTEREY,Missing Meter Read,Medium,2024-06-03,2024-06-13,Resolved
EXC00004797,BILL00052680,ACCT004390,CUST004390,2024-12,Residential,SAN FRANCISCO,Invalid Meter Read,High,2025-01-03,2025-01-08,Resolved
EXC00004798,BILL00052694,ACCT004392,CUST004392,2024-02,Residential,YUBA,Invalid Meter Read,High,2024-03-03,,Open
EXC00004799,BILL00052702,ACCT004392,CUST004392,2024-10,Residential,YUBA,Invalid Meter Read,High,2024-11-03,2024-11-14,Resolved
EXC00004800,BILL00052739,ACCT004395,CUST004395,2024-11,Industrial,MARIN,Missing Meter Read,Medium,2024-12-03,,Open
EXC00004801,BILL00052795,ACCT004400,CUST004400,2024-07,Residential,CONTRA COSTA,Missing Meter Read,Medium,2024-08-03,2024-08-11,Resolved
EXC00004802,BILL00052841,ACCT004404,CUST004404,2024-05,Residential,ALAMEDA,Missing Meter Read,Medium,2024-06-03,2024-06-08,Resolved
EXC00004803,BILL00052853,ACCT004405,CUST004405,2024-05,"Transportation, Communications, & Utilities",SANTA CLARA,Missing Meter Read,Medium,2024-06-03,,In Review
EXC00004804,BILL00052944,ACCT004412,CUST004412,2024-12,Residential,FRESNO,Missing Meter Read,Medium,2025-01-03,2025-01-11,Resolved
EXC00004805,BILL00052991,ACCT004416,CUST004416,2024-11,Residential,CONTRA COSTA,Missing Meter Read,Medium,2024-12-03,,Open
EXC00004806,BILL00052998,ACCT004417,CUST004417,2024-06,Residential,SAN LUIS OBISPO,Invalid Meter Read,High,2024-07-03,,Open
EXC00004807,BILL00053005,ACCT004418,CUST004418,2024-01,Residential,ALAMEDA,Missing Meter Read,Medium,2024-02-03,2024-02-07,Resolved
EXC00004808,BILL00053017,ACCT004419,CUST004419,2024-01,Residential,PLACER,Inactive Account,High,2024-02-03,,Open
EXC00004809,BILL00053018,ACCT004419,CUST004419,2024-02,Residential,PLACER,Inactive Account,High,2024-03-03,2024-03-10,Resolved
EXC00004810,BILL00053019,ACCT004419,CUST004419,2024-03,Residential,PLACER,Inactive Account,High,2024-04-03,2024-04-16,Resolved
EXC00004811,BILL00053020,ACCT004419,CUST004419,2024-04,Residential,PLACER,Inactive Account,High,2024-05-03,2024-05-16,Resolved
EXC00004812,BILL00053021,ACCT004419,CUST004419,2024-05,Residential,PLACER,Inactive Account,High,2024-06-03,,Open
EXC00004813,BILL00053022,ACCT004419,CUST004419,2024-06,Residential,PLACER,Inactive Account,High,2024-07-03,2024-07-07,Resolved
EXC00004814,BILL00053023,ACCT004419,CUST004419,2024-07,Residential,PLACER,Inactive Account,High,2024-08-03,2024-08-17,Resolved
EXC00004815,BILL00053024,ACCT004419,CUST004419,2024-08,Residential,PLACER,Inactive Account,High,2024-09-03,,In Review
EXC00004816,BILL00053025,ACCT004419,CUST004419,2024-09,Residential,PLACER,Inactive Account,High,2024-10-03,,In Review
EXC00004817,BILL00053026,ACCT004419,CUST004419,2024-10,Residential,PLACER,Inactive Account,High,2024-11-03,,In Review
EXC00004818,BILL00053027,ACCT004419,CUST004419,2024-11,Residential,PLACER,Inactive Account,High,2024-12-03,2024-12-08,Resolved
EXC00004819,BILL00053028,ACCT004419,CUST004419,2024-12,Residential,PLACER,Inactive Account,High,2025-01-03,2025-01-17,Resolved
EXC00004820,BILL00053041,ACCT004421,CUST004421,2024-01,Residential,YOLO,Inactive Account,High,2024-02-03,2024-02-12,Resolved
EXC00004821,BILL00053042,ACCT004421,CUST004421,2024-02,Residential,YOLO,Inactive Account,High,2024-03-03,2024-03-07,Resolved
EXC00004822,BILL00053043,ACCT004421,CUST004421,2024-03,Residential,YOLO,Inactive Account,High,2024-04-03,,Open
EXC00004823,BILL00053044,ACCT004421,CUST004421,2024-04,Residential,YOLO,Inactive Account,High,2024-05-03,2024-05-11,Resolved
EXC00004824,BILL00053045,ACCT004421,CUST004421,2024-05,Residential,YOLO,Inactive Account,High,2024-06-03,2024-06-04,Resolved
EXC00004825,BILL00053046,ACCT004421,CUST004421,2024-06,Residential,YOLO,Inactive Account,High,2024-07-03,,In Review
EXC00004826,BILL00053047,ACCT004421,CUST004421,2024-07,Residential,YOLO,Inactive Account,High,2024-08-03,,Open
EXC00004827,BILL00053048,ACCT004421,CUST004421,2024-08,Residential,YOLO,Inactive Account,High,2024-09-03,2024-09-10,Resolved
EXC00004828,BILL00053049,ACCT004421,CUST004421,2024-09,Residential,YOLO,Inactive Account,High,2024-10-03,2024-10-12,Resolved
EXC00004829,BILL00053050,ACCT004421,CUST004421,2024-10,Residential,YOLO,Inactive Account,High,2024-11-03,2024-11-14,Resolved
EXC00004830,BILL00053051,ACCT004421,CUST004421,2024-11,Residential,YOLO,Inactive Account,High,2024-12-03,,Open
EXC00004831,BILL00053052,ACCT004421,CUST004421,2024-12,Residential,YOLO,Inactive Account,High,2025-01-03,,Open
EXC00004832,BILL00053113,ACCT004427,CUST004427,2024-01,Residential,ALAMEDA,Missing Meter Read,Medium,2024-02-03,,In Review
EXC00004833,BILL00053124,ACCT004427,CUST004427,2024-12,Residential,ALAMEDA,Invalid Meter Read,High,2025-01-03,2025-01-09,Resolved
EXC00004834,BILL00053161,ACCT004431,CUST004431,2024-01,Residential,SAN JOAQUIN,Inactive Account,High,2024-02-03,,In Review
EXC00004835,BILL00053162,ACCT004431,CUST004431,2024-02,Residential,SAN JOAQUIN,Inactive Account,High,2024-03-03,2024-03-12,Resolved
EXC00004836,BILL00053163,ACCT004431,CUST004431,2024-03,Residential,SAN JOAQUIN,Inactive Account,High,2024-04-03,,In Review
EXC00004837,BILL00053164,ACCT004431,CUST004431,2024-04,Residential,SAN JOAQUIN,Inactive Account,High,2024-05-03,,Open
EXC00004838,BILL00053165,ACCT004431,CUST004431,2024-05,Residential,SAN JOAQUIN,Inactive Account,High,2024-06-03,,In Review
EXC00004839,BILL00053166,ACCT004431,CUST004431,2024-06,Residential,SAN JOAQUIN,Inactive Account,High,2024-07-03,2024-07-12,Resolved
EXC00004840,BILL00053167,ACCT004431,CUST004431,2024-07,Residential,SAN JOAQUIN,Inactive Account,High,2024-08-03,,In Review
EXC00004841,BILL00053168,ACCT004431,CUST004431,2024-08,Residential,SAN JOAQUIN,Inactive Account,High,2024-09-03,,In Review
EXC00004842,BILL00053169,ACCT004431,CUST004431,2024-09,Residential,SAN JOAQUIN,Inactive Account,High,2024-10-03,2024-10-13,Resolved
EXC00004843,BILL00053170,ACCT004431,CUST004431,2024-10,Residential,SAN JOAQUIN,Inactive Account,High,2024-11-03,2024-11-07,Resolved
EXC00004844,BILL00053171,ACCT004431,CUST004431,2024-11,Residential,SAN JOAQUIN,Inactive Account,High,2024-12-03,2024-12-16,Resolved
EXC00004845,BILL00053172,ACCT004431,CUST004431,2024-12,Residential,SAN JOAQUIN,Inactive Account,High,2025-01-03,2025-01-12,Resolved
EXC00004846,BILL00053177,ACCT004432,CUST004432,2024-05,Residential,SANTA CLARA,Invalid Meter Read,High,2024-06-03,,Open
EXC00004847,BILL00053192,ACCT004433,CUST004433,2024-08,Residential,FRESNO,Missing Meter Read,Medium,2024-09-03,2024-09-11,Resolved
EXC00004848,BILL00053273,ACCT004440,CUST004440,2024-05,Residential,FRESNO,Missing Meter Read,Medium,2024-06-03,,Open
EXC00004849,BILL00053337,ACCT004445,CUST004445,2024-09,Residential,KERN,Invalid Meter Read,High,2024-10-03,,Open
EXC00004850,BILL00053389,ACCT004450,CUST004450,2024-01,Residential,ALAMEDA,Inactive Account,High,2024-02-03,2024-02-17,Resolved
EXC00004851,BILL00053390,ACCT004450,CUST004450,2024-02,Residential,ALAMEDA,Inactive Account,High,2024-03-03,2024-03-16,Resolved
EXC00004852,BILL00053391,ACCT004450,CUST004450,2024-03,Residential,ALAMEDA,Inactive Account,High,2024-04-03,2024-04-16,Resolved
EXC00004853,BILL00053392,ACCT004450,CUST004450,2024-04,Residential,ALAMEDA,Inactive Account,High,2024-05-03,,Open
EXC00004854,BILL00053393,ACCT004450,CUST004450,2024-05,Residential,ALAMEDA,Inactive Account,High,2024-06-03,2024-06-11,Resolved
EXC00004855,BILL00053394,ACCT004450,CUST004450,2024-06,Residential,ALAMEDA,Inactive Account,High,2024-07-03,2024-07-10,Resolved
EXC00004856,BILL00053395,ACCT004450,CUST004450,2024-07,Residential,ALAMEDA,Inactive Account,High,2024-08-03,2024-08-12,Resolved
EXC00004857,BILL00053396,ACCT004450,CUST004450,2024-08,Residential,ALAMEDA,Inactive Account,High,2024-09-03,,Open
EXC00004858,BILL00053397,ACCT004450,CUST004450,2024-09,Residential,ALAMEDA,Inactive Account,High,2024-10-03,,Open
EXC00004859,BILL00053398,ACCT004450,CUST004450,2024-10,Residential,ALAMEDA,Inactive Account,High,2024-11-03,2024-11-17,Resolved
EXC00004860,BILL00053399,ACCT004450,CUST004450,2024-11,Residential,ALAMEDA,Inactive Account,High,2024-12-03,,Open
EXC00004861,BILL00053400,ACCT004450,CUST004450,2024-12,Residential,ALAMEDA,Inactive Account,High,2025-01-03,2025-01-06,Resolved
EXC00004862,BILL00053402,ACCT004451,CUST004451,2024-02,Residential,KERN,Missing Meter Read,Medium,2024-03-03,,Open
EXC00004863,BILL00053437,ACCT004454,CUST004454,2024-01,Commercial,SANTA CLARA,Inactive Account,High,2024-02-03,,Open
EXC00004864,BILL00053438,ACCT004454,CUST004454,2024-02,Commercial,SANTA CLARA,Inactive Account,High,2024-03-03,2024-03-06,Resolved
EXC00004865,BILL00053439,ACCT004454,CUST004454,2024-03,Commercial,SANTA CLARA,Inactive Account,High,2024-04-03,,Open
EXC00004866,BILL00053440,ACCT004454,CUST004454,2024-04,Commercial,SANTA CLARA,Inactive Account,High,2024-05-03,,Open
EXC00004867,BILL00053441,ACCT004454,CUST004454,2024-05,Commercial,SANTA CLARA,Inactive Account,High,2024-06-03,,In Review
EXC00004868,BILL00053442,ACCT004454,CUST004454,2024-06,Commercial,SANTA CLARA,Inactive Account,High,2024-07-03,,Open
EXC00004869,BILL00053443,ACCT004454,CUST004454,2024-07,Commercial,SANTA CLARA,Inactive Account,High,2024-08-03,,In Review
EXC00004870,BILL00053444,ACCT004454,CUST004454,2024-08,Commercial,SANTA CLARA,Inactive Account,High,2024-09-03,,Open
EXC00004871,BILL00053445,ACCT004454,CUST004454,2024-09,Commercial,SANTA CLARA,Inactive Account,High,2024-10-03,,Open
EXC00004872,BILL00053446,ACCT004454,CUST004454,2024-10,Commercial,SANTA CLARA,Inactive Account,High,2024-11-03,,Open
EXC00004873,BILL00053447,ACCT004454,CUST004454,2024-11,Commercial,SANTA CLARA,Inactive Account,High,2024-12-03,,Open
EXC00004874,BILL00053448,ACCT004454,CUST004454,2024-12,Commercial,SANTA CLARA,Inactive Account,High,2025-01-03,2025-01-09,Resolved
EXC00004875,BILL00053521,ACCT004461,CUST004461,2024-01,Residential,FRESNO,Inactive Account,High,2024-02-03,2024-02-09,Resolved
EXC00004876,BILL00053522,ACCT004461,CUST004461,2024-02,Residential,FRESNO,Inactive Account,High,2024-03-03,,Open
EXC00004877,BILL00053523,ACCT004461,CUST004461,2024-03,Residential,FRESNO,Inactive Account,High,2024-04-03,,Open
EXC00004878,BILL00053524,ACCT004461,CUST004461,2024-04,Residential,FRESNO,Inactive Account,High,2024-05-03,,Open
EXC00004879,BILL00053525,ACCT004461,CUST004461,2024-05,Residential,FRESNO,Inactive Account,High,2024-06-03,2024-06-12,Resolved
EXC00004880,BILL00053526,ACCT004461,CUST004461,2024-06,Residential,FRESNO,Inactive Account,High,2024-07-03,2024-07-05,Resolved
EXC00004881,BILL00053527,ACCT004461,CUST004461,2024-07,Residential,FRESNO,Inactive Account,High,2024-08-03,2024-08-10,Resolved
EXC00004882,BILL00053528,ACCT004461,CUST004461,2024-08,Residential,FRESNO,Inactive Account,High,2024-09-03,2024-09-13,Resolved
EXC00004883,BILL00053529,ACCT004461,CUST004461,2024-09,Residential,FRESNO,Inactive Account,High,2024-10-03,2024-10-08,Resolved
EXC00004884,BILL00053530,ACCT004461,CUST004461,2024-10,Residential,FRESNO,Inactive Account,High,2024-11-03,2024-11-08,Resolved
EXC00004885,BILL00053531,ACCT004461,CUST004461,2024-11,Residential,FRESNO,Inactive Account,High,2024-12-03,2024-12-08,Resolved
EXC00004886,BILL00053532,ACCT004461,CUST004461,2024-12,Residential,FRESNO,Inactive Account,High,2025-01-03,,Open
EXC00004887,BILL00053553,ACCT004463,CUST004463,2024-09,Streetlighting,SOLANO,Invalid Meter Read,High,2024-10-03,,In Review
EXC00004888,BILL00053561,ACCT004464,CUST004464,2024-05,Residential,KERN,Missing Meter Read,Medium,2024-06-03,2024-06-14,Resolved
EXC00004889,BILL00053569,ACCT004465,CUST004465,2024-01,Residential,SAN JOAQUIN,Inactive Account,High,2024-02-03,,Open
EXC00004890,BILL00053570,ACCT004465,CUST004465,2024-02,Residential,SAN JOAQUIN,Inactive Account,High,2024-03-03,2024-03-10,Resolved
EXC00004891,BILL00053571,ACCT004465,CUST004465,2024-03,Residential,SAN JOAQUIN,Inactive Account,High,2024-04-03,,Open
EXC00004892,BILL00053572,ACCT004465,CUST004465,2024-04,Residential,SAN JOAQUIN,Inactive Account,High,2024-05-03,,In Review
EXC00004893,BILL00053573,ACCT004465,CUST004465,2024-05,Residential,SAN JOAQUIN,Inactive Account,High,2024-06-03,2024-06-07,Resolved
EXC00004894,BILL00053574,ACCT004465,CUST004465,2024-06,Residential,SAN JOAQUIN,Inactive Account,High,2024-07-03,2024-07-04,Resolved
EXC00004895,BILL00053575,ACCT004465,CUST004465,2024-07,Residential,SAN JOAQUIN,Inactive Account,High,2024-08-03,,In Review
EXC00004896,BILL00053576,ACCT004465,CUST004465,2024-08,Residential,SAN JOAQUIN,Inactive Account,High,2024-09-03,2024-09-08,Resolved
EXC00004897,BILL00053577,ACCT004465,CUST004465,2024-09,Residential,SAN JOAQUIN,Inactive Account,High,2024-10-03,,In Review
EXC00004898,BILL00053578,ACCT004465,CUST004465,2024-10,Residential,SAN JOAQUIN,Inactive Account,High,2024-11-03,,Open
EXC00004899,BILL00053579,ACCT004465,CUST004465,2024-11,Residential,SAN JOAQUIN,Inactive Account,High,2024-12-03,,Open
EXC00004900,BILL00053580,ACCT004465,CUST004465,2024-12,Residential,SAN JOAQUIN,Inactive Account,High,2025-01-03,2025-01-11,Resolved
EXC00004901,BILL00053587,ACCT004466,CUST004466,2024-07,Residential,NAPA,Invalid Meter Read,High,2024-08-03,,Open
EXC00004902,BILL00053611,ACCT004468,CUST004468,2024-07,Residential,CALAVERAS,Missing Meter Read,Medium,2024-08-03,,In Review
EXC00004903,BILL00053626,ACCT004469,CUST004469,2024-10,Industrial,KERN,Invalid Meter Read,High,2024-11-03,2024-11-15,Resolved
EXC00004904,BILL00053646,ACCT004471,CUST004471,2024-06,Commercial,KERN,Missing Meter Read,Medium,2024-07-03,2024-07-13,Resolved
EXC00004905,BILL00053653,ACCT004472,CUST004472,2024-01,Mining,FRESNO,Inactive Account,High,2024-02-03,2024-02-14,Resolved
EXC00004906,BILL00053654,ACCT004472,CUST004472,2024-02,Mining,FRESNO,Inactive Account,High,2024-03-03,,In Review
EXC00004907,BILL00053655,ACCT004472,CUST004472,2024-03,Mining,FRESNO,Inactive Account,High,2024-04-03,2024-04-10,Resolved
EXC00004908,BILL00053656,ACCT004472,CUST004472,2024-04,Mining,FRESNO,Inactive Account,High,2024-05-03,2024-05-10,Resolved
EXC00004909,BILL00053657,ACCT004472,CUST004472,2024-05,Mining,FRESNO,Inactive Account,High,2024-06-03,2024-06-05,Resolved
EXC00004910,BILL00053658,ACCT004472,CUST004472,2024-06,Mining,FRESNO,Inactive Account,High,2024-07-03,2024-07-08,Resolved
EXC00004911,BILL00053659,ACCT004472,CUST004472,2024-07,Mining,FRESNO,Inactive Account,High,2024-08-03,2024-08-14,Resolved
EXC00004912,BILL00053660,ACCT004472,CUST004472,2024-08,Mining,FRESNO,Inactive Account,High,2024-09-03,2024-09-13,Resolved
EXC00004913,BILL00053661,ACCT004472,CUST004472,2024-09,Mining,FRESNO,Inactive Account,High,2024-10-03,,In Review
EXC00004914,BILL00053662,ACCT004472,CUST004472,2024-10,Mining,FRESNO,Inactive Account,High,2024-11-03,2024-11-14,Resolved
EXC00004915,BILL00053663,ACCT004472,CUST004472,2024-11,Mining,FRESNO,Inactive Account,High,2024-12-03,2024-12-09,Resolved
EXC00004916,BILL00053664,ACCT004472,CUST004472,2024-12,Mining,FRESNO,Inactive Account,High,2025-01-03,2025-01-13,Resolved
EXC00004917,BILL00053725,ACCT004478,CUST004478,2024-01,Residential,MONTEREY,Inactive Account,High,2024-02-03,,Open
