request_id,exception_id,bill_id,account_id,customer_id,billing_cycle_id,customer_segment,county,request_type,priority,request_status,opened_date,closed_date
SR00002450,EXC00000640,BILL00007871,ACCT000656,CUST000656,2024-11,Residential,SANTA CLARA,Missing Read Investigation,Medium,Closed,2024-12-03,2024-12-21
SR00002451,EXC00005219,BILL00057374,ACCT004782,CUST004782,2024-02,Residential,KERN,Account Status Review,Medium,In Progress,2024-03-03,
SR00002452,EXC00000968,BILL00012156,ACCT001013,CUST001013,2024-12,Industrial,HUMBOLDT,Account Status Review,Medium,In Progress,2025-01-03,
SR00002453,EXC00004578,BILL00050663,ACCT004222,CUST004222,2024-11,Residential,NEVADA,Account Status Review,Medium,Closed,2024-12-03,2024-12-24
SR00002454,EXC00003054,BILL00034933,ACCT002912,CUST002912,2024-01,Residential,KERN,Account Status Review,High,In Progress,2024-02-03,
SR00002455,EXC00001684,BILL00020043,ACCT001671,CUST001671,2024-03,Residential,SAN MATEO,Missing Read Investigation,Low,Closed,2024-04-03,2024-04-26
SR00002456,EXC00002249,BILL00025699,ACCT002142,CUST002142,2024-07,Residential,SANTA CLARA,Account Status Review,Low,Closed,2024-08-03,2024-08-06
SR00002457,EXC00004833,BILL00053124,ACCT004427,CUST004427,2024-12,Residential,ALAMEDA,Meter Data Investigation,Medium,Closed,2025-01-03,2025-01-29
SR00002458,EXC00004690,BILL00052032,ACCT004336,CUST004336,2024-12,Residential,SANTA CLARA,Account Status Review,Critical,In Progress,2025-01-03,
SR00002459,EXC00000156,BILL00002392,ACCT000200,CUST000200,2024-04,Residential,ALAMEDA,Missing Read Investigation,High,Closed,2024-05-03,2024-05-29
SR00002460,EXC00002296,BILL00026489,ACCT002208,CUST002208,2024-05,Commercial,KERN,Meter Data Investigation,Low,Closed,2024-06-03,2024-06-07
SR00002461,EXC00002900,BILL00033369,ACCT002781,CUST002781,2024-09,Residential,KERN,Missing Read Investigation,Low,Open,2024-10-03,
SR00002462,EXC00003306,BILL00036762,ACCT003064,CUST003064,2024-06,Residential,SANTA CLARA,Account Status Review,Low,Open,2024-07-03,
SR00002463,EXC00001090,BILL00013694,ACCT001142,CUST001142,2024-02,Residential,SAN MATEO,Account Status Review,High,Open,2024-03-03,
SR00002464,EXC00005108,BILL00055885,ACCT004658,CUST004658,2024-01,Residential,SANTA CLARA,Missing Read Investigation,Medium,Open,2024-02-03,
SR00002465,EXC00002320,BILL00026566,ACCT002214,CUST002214,2024-10,Agriculture And Water Pumping,KERN,Account Status Review,High,Open,2024-11-03,
SR00002466,EXC00004642,BILL00051258,ACCT004272,CUST004272,2024-06,Agriculture And Water Pumping,PLACER,Meter Data Investigation,Medium,In Progress,2024-07-03,
SR00002467,EXC00000289,BILL00003748,ACCT000313,CUST000313,2024-04,Residential,YOLO,Account Status Review,High,Closed,2024-05-03,2024-05-04
SR00002468,EXC00000931,BILL00011838,ACCT000987,CUST000987,2024-06,Residential,SAN FRANCISCO,Meter Data Investigation,Low,Cancelled,2024-07-03,2024-07-14
SR00002469,EXC00002953,BILL00033811,ACCT002818,CUST002818,2024-07,Residential,SUTTER,Account Status Review,Medium,Open,2024-08-03,
SR00002470,EXC00004344,BILL00048110,ACCT004010,CUST004010,2024-02,Residential,SAN FRANCISCO,Account Status Review,High,Closed,2024-03-03,2024-03-06
SR00002471,EXC00003657,BILL00040289,ACCT003358,CUST003358,2024-05,Residential,PLACER,Account Status Review,High,In Progress,2024-06-03,
SR00002472,EXC00004907,BILL00053655,ACCT004472,CUST004472,2024-03,Mining,FRESNO,Account Status Review,Medium,Open,2024-04-03,
SR00002473,EXC00003941,BILL00044167,ACCT003681,CUST003681,2024-07,Residential,CONTRA COSTA,Account Status Review,Low,Closed,2024-08-03,2024-08-21
SR00002474,EXC00002759,BILL00030262,ACCT002522,CUST002522,2024-10,Residential,KERN,Missing Read Investigation,High,Open,2024-11-03,
SR00002475,EXC00003845,BILL00042947,ACCT003579,CUST003579,2024-11,Residential,SAN MATEO,Account Status Review,Critical,In Progress,2024-12-03,
SR00002476,EXC00000943,BILL00012062,ACCT001006,CUST001006,2024-02,Residential,KINGS,Account Status Review,Critical,Cancelled,2024-03-03,2024-03-05
SR00002477,EXC00002355,BILL00026870,ACCT002240,CUST002240,2024-02,Residential,KERN,Account Status Review,Low,Closed,2024-03-03,2024-03-10
SR00002478,EXC00004699,BILL00052052,ACCT004338,CUST004338,2024-08,Commercial,HUMBOLDT,Account Status Review,Medium,Closed,2024-09-03,2024-09-28
SR00002479,EXC00005037,BILL00055034,ACCT004587,CUST004587,2024-02,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2024-03-03,2024-03-20
SR00002480,EXC00001699,BILL00020214,ACCT001685,CUST001685,2024-06,Residential,FRESNO,Account Status Review,Medium,Open,2024-07-03,
SR00002481,EXC00005087,BILL00055383,ACCT004616,CUST004616,2024-03,Residential,BUTTE,Meter Data Investigation,Medium,Closed,2024-04-03,2024-04-05
SR00002482,EXC00004760,BILL00052341,ACCT004362,CUST004362,2024-09,Residential,SAN JOAQUIN,Meter Data Investigation,Medium,Closed,2024-10-03,2024-10-14
SR00002483,EXC00004471,BILL00049124,ACCT004094,CUST004094,2024-08,Industrial,FRESNO,Account Status Review,High,Open,2024-09-03,
SR00002484,EXC00003275,BILL00036580,ACCT003049,CUST003049,2024-04,Residential,MONTEREY,Account Status Review,Medium,Open,2024-05-03,
SR00002485,EXC00003584,BILL00039361,ACCT003281,CUST003281,2024-01,Residential,SAN MATEO,Missing Read Investigation,Medium,Closed,2024-02-03,2024-02-23
SR00002486,EXC00000986,BILL00012299,ACCT001025,CUST001025,2024-11,Industrial,SANTA CLARA,Missing Read Investigation,Medium,Open,2024-12-03,
SR00002487,EXC00003478,BILL00038269,ACCT003190,CUST003190,2024-01,Residential,SAN MATEO,Account Status Review,High,Closed,2024-02-03,2024-02-12
SR00002488,EXC00002555,BILL00028704,ACCT002392,CUST002392,2024-12,Residential,CONTRA COSTA,Account Status Review,Low,Cancelled,2025-01-03,2025-01-11
SR00002489,EXC00002599,BILL00028919,ACCT002410,CUST002410,2024-11,Residential,SAN LUIS OBISPO,Account Status Review,Critical,In Progress,2024-12-03,
SR00002490,EXC00005161,BILL00056672,ACCT004723,CUST004723,2024-08,Residential,FRESNO,Missing Read Investigation,Medium,Closed,2024-09-03,2024-09-27
SR00002491,EXC00000982,BILL00012239,ACCT001020,CUST001020,2024-11,Residential,SANTA CLARA,Account Status Review,Low,Closed,2024-12-03,2024-12-28
SR00002492,EXC00005267,BILL00057716,ACCT004810,CUST004810,2024-08,Commercial,PLACER,Account Status Review,High,Open,2024-09-03,
SR00002493,EXC00002834,BILL00031472,ACCT002623,CUST002623,2024-08,Residential,SANTA CLARA,Account Status Review,Low,In Progress,2024-09-03,
SR00002494,EXC00003695,BILL00040806,ACCT003401,CUST003401,2024-06,Residential,KERN,Account Status Review,Medium,Closed,2024-07-03,2024-07-15
SR00002495,EXC00005142,BILL00056268,ACCT004689,CUST004689,2024-12,Residential,KERN,Account Status Review,Low,Closed,2025-01-03,2025-01-29
SR00002496,EXC00004236,BILL00046727,ACCT003894,CUST003894,2024-11,Residential,KERN,Missing Read Investigation,Medium,Closed,2024-12-03,2024-12-25
SR00002497,EXC00002765,BILL00030413,ACCT002535,CUST002535,2024-05,Residential,SAN JOAQUIN,Missing Read Investigation,Low,Closed,2024-06-03,2024-06-18
SR00002498,EXC00004295,BILL00047435,ACCT003953,CUST003953,2024-11,Agriculture And Water Pumping,CONTRA COSTA,Account Status Review,Low,Closed,2024-12-03,2024-12-12
SR00002499,EXC00001458,BILL00017452,ACCT001455,CUST001455,2024-04,Residential,SONOMA,Account Status Review,High,Closed,2024-05-03,2024-05-30
SR00002500,EXC00001396,BILL00016538,ACCT001379,CUST001379,2024-02,Residential,KINGS,Missing Read Investigation,Low,Closed,2024-03-03,2024-03-29
SR00002501,,,ACCT001942,CUST001942,2024-05,Residential,MONTEREY,Outage Follow Up,Low,Closed,2024-06-03,2024-06-28
SR00002502,,,ACCT004089,CUST004089,2024-10,Commercial,SANTA CLARA,Outage Follow Up,Low,Closed,2024-11-03,2024-11-06
SR00002503,,,ACCT004565,CUST004565,2024-04,Residential,MARIN,Outage Follow Up,Medium,In Progress,2024-05-03,
SR00002504,,,ACCT002076,CUST002076,2024-11,Commercial,SANTA CLARA,High Bill Inquiry,Medium,Open,2024-12-03,
SR00002505,,,ACCT000004,CUST000004,2024-10,Residential,SAN MATEO,Meter Issue,Critical,Closed,2024-11-03,2024-11-15
SR00002506,,,ACCT004137,CUST004137,2024-09,Residential,FRESNO,Outage Follow Up,High,Closed,2024-10-03,2024-10-10
SR00002507,,,ACCT003237,CUST003237,2024-11,Residential,FRESNO,High Bill Inquiry,Low,In Progress,2024-12-03,
SR00002508,,,ACCT004273,CUST004273,2024-01,Residential,FRESNO,Meter Issue,Low,Open,2024-02-03,
SR00002509,,,ACCT004518,CUST004518,2024-03,Commercial,FRESNO,Rate Plan Change,Medium,Open,2024-04-03,
SR00002510,,,ACCT002583,CUST002583,2024-10,Residential,CONTRA COSTA,Rate Plan Change,Medium,Closed,2024-11-03,2024-11-14
SR00002511,,,ACCT004573,CUST004573,2024-08,Residential,CONTRA COSTA,Meter Issue,Low,Closed,2024-09-03,2024-09-24
SR00002512,,,ACCT004022,CUST004022,2024-04,Residential,MONTEREY,Outage Follow Up,Medium,In Progress,2024-05-03,
SR00002513,,,ACCT001408,CUST001408,2024-10,Commercial,ALAMEDA,High Bill Inquiry,High,Closed,2024-11-03,2024-11-19
SR00002514,,,ACCT000671,CUST000671,2024-05,Residential,BUTTE,High Bill Inquiry,Medium,In Progress,2024-06-03,
SR00002515,,,ACCT000659,CUST000659,2024-12,Residential,KINGS,Outage Follow Up,Low,Closed,2025-01-03,2025-01-30
SR00002516,,,ACCT000321,CUST000321,2024-09,Residential,ALAMEDA,High Bill Inquiry,High,Open,2024-10-03,
SR00002517,,,ACCT001420,CUST001420,2024-02,Industrial,KERN,Rate Plan Change,Medium,In Progress,2024-03-03,
SR00002518,,,ACCT004827,CUST004827,2024-02,Residential,KERN,Outage Follow Up,Low,Closed,2024-03-03,2024-03-18
SR00002519,,,ACCT004221,CUST004221,2024-11,Residential,SANTA CLARA,Outage Follow Up,Low,In Progress,2024-12-03,
SR00002520,,,ACCT001565,CUST001565,2024-12,Commercial,SANTA CLARA,High Bill Inquiry,Low,In Progress,2025-01-03,
SR00002521,,,ACCT002534,CUST002534,2024-01,Residential,KERN,High Bill Inquiry,High,Closed,2024-02-03,2024-02-12
SR00002522,,,ACCT003145,CUST003145,2024-04,Residential,NAPA,Outage Follow Up,Low,Closed,2024-05-03,2024-05-18
SR00002523,,,ACCT003051,CUST003051,2024-09,Residential,SANTA CLARA,High Bill Inquiry,High,Open,2024-10-03,
SR00002524,,,ACCT001204,CUST001204,2024-12,Residential,SANTA BARBARA,Meter Issue,Low,Closed,2025-01-03,2025-01-15
SR00002525,,,ACCT002236,CUST002236,2024-02,Residential,KERN,Outage Follow Up,Medium,Closed,2024-03-03,2024-03-17
SR00002526,,,ACCT001632,CUST001632,2024-04,Residential,SANTA CLARA,Rate Plan Change,Medium,Open,2024-05-03,
SR00002527,,,ACCT004232,CUST004232,2024-02,Residential,SANTA CLARA,Rate Plan Change,Medium,Closed,2024-03-03,2024-03-07
SR00002528,,,ACCT001152,CUST001152,2024-08,Commercial,PLACER,Outage Follow Up,Low,Closed,2024-09-03,2024-09-26
SR00002529,,,ACCT001588,CUST001588,2024-12,Residential,CONTRA COSTA,High Bill Inquiry,Low,Open,2025-01-03,
SR00002530,,,ACCT001662,CUST001662,2024-01,Residential,KERN,Outage Follow Up,Medium,Open,2024-02-03,
SR00002531,,,ACCT004747,CUST004747,2024-01,Residential,MERCED,Meter Issue,Medium,Closed,2024-02-03,2024-02-19
SR00002532,,,ACCT003624,CUST003624,2024-03,Commercial,SAN JOAQUIN,Rate Plan Change,Medium,Closed,2024-04-03,2024-04-16
SR00002533,,,ACCT004252,CUST004252,2024-08,Residential,SANTA BARBARA,Rate Plan Change,Low,Closed,2024-09-03,2024-09-26
SR00002534,,,ACCT004746,CUST004746,2024-12,Residential,FRESNO,Outage Follow Up,Low,Cancelled,2025-01-03,2025-01-07
SR00002535,,,ACCT003611,CUST003611,2024-11,Residential,KERN,Rate Plan Change,Critical,Closed,2024-12-03,2024-12-16
SR00002536,,,ACCT001158,CUST001158,2024-04,Commercial,SOLANO,Meter Issue,Medium,Closed,2024-05-03,2024-05-07
SR00002537,,,ACCT002044,CUST002044,2024-11,Residential,SANTA CLARA,Meter Issue,High,Closed,2024-12-03,2024-12-04
SR00002538,,,ACCT004561,CUST004561,2024-12,Residential,SAN JOAQUIN,Outage Follow Up,Medium,Closed,2025-01-03,2025-01-09
SR00002539,,,ACCT001383,CUST001383,2024-05,Agriculture And Water Pumping,CONTRA COSTA,High Bill Inquiry,Low,Open,2024-06-03,
SR00002540,,,ACCT002141,CUST002141,2024-03,Commercial,PLUMAS,Rate Plan Change,Low,Open,2024-04-03,
SR00002541,,,ACCT003911,CUST003911,2024-12,Residential,SOLANO,Outage Follow Up,Medium,In Progress,2025-01-03,
SR00002542,,,ACCT001448,CUST001448,2024-05,Commercial,KERN,Meter Issue,Medium,Closed,2024-06-03,2024-06-21
SR00002543,,,ACCT002182,CUST002182,2024-08,Residential,KERN,Rate Plan Change,Low,In Progress,2024-09-03,
SR00002544,,,ACCT004412,CUST004412,2024-07,Residential,FRESNO,Outage Follow Up,High,Open,2024-08-03,
SR00002545,,,ACCT001487,CUST001487,2024-09,Residential,NAPA,Meter Issue,Medium,Open,2024-10-03,
SR00002546,,,ACCT001510,CUST001510,2024-10,Residential,FRESNO,Outage Follow Up,Low,Closed,2024-11-03,2024-11-30
SR00002547,,,ACCT001990,CUST001990,2024-10,Residential,CONTRA COSTA,High Bill Inquiry,High,In Progress,2024-11-03,
SR00002548,,,ACCT002415,CUST002415,2024-02,Residential,KERN,Outage Follow Up,Low,Closed,2024-03-03,2024-03-20
SR00002549,,,ACCT002455,CUST002455,2024-03,Residential,MONTEREY,Rate Plan Change,Medium,Closed,2024-04-03,2024-04-10
SR00002550,,,ACCT003903,CUST003903,2024-01,Commercial,MERCED,Outage Follow Up,Medium,In Progress,2024-02-03,
SR00002551,,,ACCT004622,CUST004622,2024-06,Residential,CONTRA COSTA,High Bill Inquiry,Medium,Closed,2024-07-03,2024-07-18
SR00002552,,,ACCT002309,CUST002309,2024-07,Residential,MERCED,Outage Follow Up,High,Closed,2024-08-03,2024-08-23
SR00002553,,,ACCT003456,CUST003456,2024-07,Residential,SANTA CLARA,Outage Follow Up,Medium,Closed,2024-08-03,2024-08-10
SR00002554,,,ACCT004633,CUST004633,2024-02,Commercial,SANTA CLARA,Outage Follow Up,Medium,Open,2024-03-03,
SR00002555,,,ACCT002517,CUST002517,2024-06,Residential,ALAMEDA,Meter Issue,High,Closed,2024-07-03,2024-07-10
SR00002556,,,ACCT001993,CUST001993,2024-12,Residential,ALAMEDA,Meter Issue,Low,Open,2025-01-03,
SR00002557,,,ACCT000687,CUST000687,2024-09,Residential,KERN,Meter Issue,Medium,Closed,2024-10-03,2024-10-28
SR00002558,,,ACCT003334,CUST003334,2024-11,Residential,KERN,High Bill Inquiry,Medium,Cancelled,2024-12-03,2024-12-10
SR00002559,,,ACCT001142,CUST001142,2024-06,Residential,SAN MATEO,High Bill Inquiry,Medium,Closed,2024-07-03,2024-07-16
SR00002560,,,ACCT004818,CUST004818,2024-03,Commercial,KERN,Meter Issue,Medium,Closed,2024-04-03,2024-04-11
SR00002561,,,ACCT000323,CUST000323,2024-05,Residential,KERN,Rate Plan Change,Medium,Closed,2024-06-03,2024-06-18
SR00002562,,,ACCT004113,CUST004113,2024-05,Residential,PLACER,High Bill Inquiry,High,Closed,2024-06-03,2024-06-05
SR00002563,,,ACCT001772,CUST001772,2024-02,Residential,MONTEREY,Rate Plan Change,Low,Open,2024-03-03,
SR00002564,,,ACCT004583,CUST004583,2024-10,Residential,SANTA CLARA,Rate Plan Change,Medium,Open,2024-11-03,
SR00002565,,,ACCT000457,CUST000457,2024-03,Residential,SAN MATEO,Rate Plan Change,Low,Cancelled,2024-04-03,2024-04-04
SR00002566,,,ACCT004488,CUST004488,2024-03,Residential,SANTA CLARA,Rate Plan Change,Medium,Open,2024-04-03,
SR00002567,,,ACCT000973,CUST000973,2024-08,Residential,SAN JOAQUIN,Outage Follow Up,Medium,Open,2024-09-03,
SR00002568,,,ACCT001851,CUST001851,2024-12,Residential,SANTA CLARA,High Bill Inquiry,Medium,Closed,2025-01-03,2025-01-10
SR00002569,,,ACCT003562,CUST003562,2024-09,Commercial,SONOMA,Rate Plan Change,Low,Closed,2024-10-03,2024-10-31
SR00002570,,,ACCT004847,CUST004847,2024-12,Industrial,SAN JOAQUIN,Outage Follow Up,Medium,Open,2025-01-03,
SR00002571,,,ACCT000293,CUST000293,2024-12,Commercial,CONTRA COSTA,Outage Follow Up,Critical,Closed,2025-01-03,2025-01-20
SR00002572,,,ACCT004067,CUST004067,2024-11,Residential,ALAMEDA,High Bill Inquiry,Low,In Progress,2024-12-03,
SR00002573,,,ACCT002133,CUST002133,2024-07,Residential,FRESNO,Meter Issue,Medium,Closed,2024-08-03,2024-08-25
SR00002574,,,ACCT004993,CUST004993,2024-07,Residential,KERN,Meter Issue,Low,Closed,2024-08-03,2024-09-01
SR00002575,,,ACCT002356,CUST002356,2024-03,Residential,MADERA,High Bill Inquiry,Low,Open,2024-04-03,
SR00002576,,,ACCT001338,CUST001338,2024-01,Residential,SANTA CLARA,Outage Follow Up,Medium,Closed,2024-02-03,2024-02-06
SR00002577,,,ACCT003514,CUST003514,2024-04,Commercial,FRESNO,Meter Issue,Low,Open,2024-05-03,
SR00002578,,,ACCT000390,CUST000390,2024-04,Commercial,MONTEREY,High Bill Inquiry,Medium,In Progress,2024-05-03,
SR00002579,,,ACCT000470,CUST000470,2024-06,Agriculture And Water Pumping,SAN MATEO,Outage Follow Up,Medium,Closed,2024-07-03,2024-07-10
SR00002580,,,ACCT000105,CUST000105,2024-01,Commercial,ALAMEDA,High Bill Inquiry,Low,Closed,2024-02-03,2024-02-09
SR00002581,,,ACCT003363,CUST003363,2024-08,Residential,ALAMEDA,High Bill Inquiry,Low,Open,2024-09-03,
SR00002582,,,ACCT002224,CUST002224,2024-04,Residential,ALAMEDA,Meter Issue,Medium,Closed,2024-05-03,2024-05-16
SR00002583,,,ACCT002623,CUST002623,2024-04,Residential,SANTA CLARA,Outage Follow Up,High,Closed,2024-05-03,2024-05-30
SR00002584,,,ACCT004114,CUST004114,2024-10,Residential,KERN,Meter Issue,Critical,Closed,2024-11-03,2024-11-07
SR00002585,,,ACCT002528,CUST002528,2024-09,Agriculture And Water Pumping,SAN FRANCISCO,Meter Issue,Medium,Open,2024-10-03,
SR00002586,,,ACCT003353,CUST003353,2024-04,Commercial,BUTTE,Outage Follow Up,Medium,Closed,2024-05-03,2024-05-14
SR00002587,,,ACCT004925,CUST004925,2024-06,Residential,PLACER,Rate Plan Change,High,Open,2024-07-03,
SR00002588,,,ACCT003802,CUST003802,2024-10,Industrial,ALAMEDA,Meter Issue,Medium,Closed,2024-11-03,2024-11-19
SR00002589,,,ACCT002844,CUST002844,2024-01,Agriculture And Water Pumping,KERN,High Bill Inquiry,Critical,Closed,2024-02-03,2024-02-09
SR00002590,,,ACCT004698,CUST004698,2024-02,Residential,SOLANO,High Bill Inquiry,Medium,Closed,2024-03-03,2024-03-17
SR00002591,,,ACCT001897,CUST001897,2024-11,Residential,SAN JOAQUIN,Rate Plan Change,High,Closed,2024-12-03,2024-12-17
SR00002592,,,ACCT000392,CUST000392,2024-04,Residential,SAN FRANCISCO,Outage Follow Up,Low,Closed,2024-05-03,2024-05-30
SR00002593,,,ACCT003699,CUST003699,2024-11,Industrial,KERN,High Bill Inquiry,Medium,Closed,2024-12-03,2024-12-10
SR00002594,,,ACCT001890,CUST001890,2024-03,Mining,KERN,Outage Follow Up,Low,Open,2024-04-03,
SR00002595,,,ACCT004513,CUST004513,2024-03,Residential,GLENN,High Bill Inquiry,Medium,Closed,2024-04-03,2024-04-18
SR00002596,,,ACCT002367,CUST002367,2024-09,Residential,KERN,High Bill Inquiry,Low,Closed,2024-10-03,2024-10-13
SR00002597,,,ACCT001088,CUST001088,2024-06,Residential,SANTA CLARA,Meter Issue,Medium,Open,2024-07-03,
SR00002598,,,ACCT000956,CUST000956,2024-07,Residential,SANTA CRUZ,Rate Plan Change,Low,In Progress,2024-08-03,
SR00002599,,,ACCT004686,CUST004686,2024-04,Residential,KERN,High Bill Inquiry,Medium,Open,2024-05-03,
SR00002600,,,ACCT002891,CUST002891,2024-07,Residential,SANTA CLARA,Meter Issue,Medium,Open,2024-08-03,
SR00002601,,,ACCT002612,CUST002612,2024-02,Residential,SANTA CLARA,High Bill Inquiry,High,In Progress,2024-03-03,
SR00002602,,,ACCT001329,CUST001329,2024-04,Residential,KERN,High Bill Inquiry,Low,Closed,2024-05-03,2024-05-15
SR00002603,,,ACCT000526,CUST000526,2024-02,Residential,CONTRA COSTA,Rate Plan Change,High,Closed,2024-03-03,2024-03-22
SR00002604,,,ACCT004182,CUST004182,2024-02,Residential,KERN,Meter Issue,Low,In Progress,2024-03-03,
SR00002605,,,ACCT002674,CUST002674,2024-03,Residential,PLACER,Meter Issue,High,Closed,2024-04-03,2024-05-02
SR00002606,,,ACCT000998,CUST000998,2024-04,Residential,MADERA,High Bill Inquiry,High,Closed,2024-05-03,2024-05-23
SR00002607,,,ACCT001418,CUST001418,2024-08,Residential,YOLO,Outage Follow Up,Medium,Open,2024-09-03,
SR00002608,,,ACCT001903,CUST001903,2024-12,Residential,CONTRA COSTA,High Bill Inquiry,Low,Closed,2025-01-03,2025-01-30
SR00002609,,,ACCT001615,CUST001615,2024-01,Residential,SANTA CLARA,High Bill Inquiry,Medium,Closed,2024-02-03,2024-02-12
SR00002610,,,ACCT003975,CUST003975,2024-10,Residential,KERN,Rate Plan Change,High,Closed,2024-11-03,2024-11-04
SR00002611,,,ACCT000791,CUST000791,2024-09,Residential,ALAMEDA,Outage Follow Up,Medium,Open,2024-10-03,
SR00002612,,,ACCT000906,CUST000906,2024-12,Commercial,SANTA CRUZ,High Bill Inquiry,Low,Closed,2025-01-03,2025-01-16
SR00002613,,,ACCT000972,CUST000972,2024-06,Industrial,SANTA CLARA,High Bill Inquiry,Low,Closed,2024-07-03,2024-07-18
SR00002614,,,ACCT003003,CUST003003,2024-06,Residential,SANTA CLARA,Meter Issue,Medium,Closed,2024-07-03,2024-07-26
SR00002615,,,ACCT004155,CUST004155,2024-04,Residential,SANTA CLARA,Outage Follow Up,Medium,Closed,2024-05-03,2024-05-16
SR00002616,,,ACCT004014,CUST004014,2024-12,Residential,CONTRA COSTA,Meter Issue,Medium,Closed,2025-01-03,2025-01-31
SR00002617,,,ACCT001842,CUST001842,2024-10,Residential,SANTA CLARA,Meter Issue,Low,Closed,2024-11-03,2024-11-11
SR00002618,,,ACCT002775,CUST002775,2024-10,Residential,SAN MATEO,High Bill Inquiry,Medium,Open,2024-11-03,
SR00002619,,,ACCT001749,CUST001749,2024-10,Residential,SHASTA,High Bill Inquiry,Medium,Closed,2024-11-03,2024-11-26
SR00002620,,,ACCT002650,CUST002650,2024-10,Residential,NEVADA,High Bill Inquiry,Low,Open,2024-11-03,
SR00002621,,,ACCT002711,CUST002711,2024-07,Residential,CONTRA COSTA,Outage Follow Up,Medium,In Progress,2024-08-03,
SR00002622,,,ACCT004158,CUST004158,2024-06,Commercial,SAN LUIS OBISPO,High Bill Inquiry,Medium,Closed,2024-07-03,2024-07-08
SR00002623,,,ACCT000318,CUST000318,2024-07,Residential,LAKE,Rate Plan Change,Low,Closed,2024-08-03,2024-08-05
SR00002624,,,ACCT000274,CUST000274,2024-11,Commercial,MERCED,High Bill Inquiry,Low,Open,2024-12-03,
SR00002625,,,ACCT001034,CUST001034,2024-10,Residential,ALAMEDA,Outage Follow Up,Low,Closed,2024-11-03,2024-11-11
SR00002626,,,ACCT002204,CUST002204,2024-10,Residential,SANTA CLARA,High Bill Inquiry,Low,Open,2024-11-03,
SR00002627,,,ACCT004610,CUST004610,2024-03,Residential,SOLANO,High Bill Inquiry,Medium,Open,2024-04-03,
SR00002628,,,ACCT001218,CUST001218,2024-07,Residential,SAN MATEO,Outage Follow Up,Medium,In Progress,2024-08-03,
SR00002629,,,ACCT004460,CUST004460,2024-04,Residential,SAN MATEO,Outage Follow Up,Medium,Closed,2024-05-03,2024-05-20
SR00002630,,,ACCT000348,CUST000348,2024-06,Residential,ALAMEDA,Rate Plan Change,Medium,Closed,2024-07-03,2024-07-13
SR00002631,,,ACCT000588,CUST000588,2024-06,Residential,KERN,High Bill Inquiry,Medium,Closed,2024-07-03,2024-07-22
SR00002632,,,ACCT003912,CUST003912,2024-06,Residential,MERCED,Meter Issue,Low,Cancelled,2024-07-03,2024-07-04
SR00002633,,,ACCT000966,CUST000966,2024-09,Residential,SONOMA,Rate Plan Change,Medium,Open,2024-10-03,
SR00002634,,,ACCT003757,CUST003757,2024-09,Residential,SANTA CLARA,High Bill Inquiry,Critical,Open,2024-10-03,
SR00002635,,,ACCT002358,CUST002358,2024-01,Residential,PLUMAS,High Bill Inquiry,Low,In Progress,2024-02-03,
SR00002636,,,ACCT003373,CUST003373,2024-07,Residential,KERN,Outage Follow Up,High,Closed,2024-08-03,2024-08-06
SR00002637,,,ACCT002325,CUST002325,2024-11,Commercial,CONTRA COSTA,Outage Follow Up,Low,In Progress,2024-12-03,
SR00002638,,,ACCT000646,CUST000646,2024-02,Commercial,ALAMEDA,Rate Plan Change,High,Closed,2024-03-03,2024-03-09
SR00002639,,,ACCT002693,CUST002693,2024-07,Residential,ALAMEDA,Rate Plan Change,Low,Closed,2024-08-03,2024-08-25
SR00002640,,,ACCT000193,CUST000193,2024-06,Commercial,MADERA,Outage Follow Up,Medium,In Progress,2024-07-03,
SR00002641,,,ACCT001165,CUST001165,2024-12,Residential,ALAMEDA,Outage Follow Up,Medium,Closed,2025-01-03,2025-01-08
SR00002642,,,ACCT000735,CUST000735,2024-10,Residential,FRESNO,Outage Follow Up,High,Closed,2024-11-03,2024-11-10
SR00002643,,,ACCT003847,CUST003847,2024-04,Agriculture And Water Pumping,TUOLUMNE,High Bill Inquiry,Low,In Progress,2024-05-03,
SR00002644,,,ACCT001540,CUST001540,2024-04,Residential,EL DORADO,High Bill Inquiry,Medium,Closed,2024-05-03,2024-05-16
SR00002645,,,ACCT002755,CUST002755,2024-04,Commercial,ALAMEDA,High Bill Inquiry,Medium,Open,2024-05-03,
SR00002646,,,ACCT000042,CUST000042,2024-11,Residential,NEVADA,Outage Follow Up,Low,Open,2024-12-03,
SR00002647,,,ACCT001999,CUST001999,2024-06,Residential,SAN MATEO,Meter Issue,Low,Open,2024-07-03,
SR00002648,,,ACCT001818,CUST001818,2024-10,Residential,TUOLUMNE,Outage Follow Up,Medium,Closed,2024-11-03,2024-11-18
SR00002649,,,ACCT002984,CUST002984,2024-11,Commercial,SANTA CLARA,Meter Issue,Medium,Closed,2024-12-03,2024-12-28
SR00002650,,,ACCT002898,CUST002898,2024-12,Residential,KERN,Rate Plan Change,Low,In Progress,2025-01-03,
SR00002651,,,ACCT002782,CUST002782,2024-03,Commercial,CONTRA COSTA,Rate Plan Change,Medium,Closed,2024-04-03,2024-04-22
SR00002652,,,ACCT000685,CUST000685,2024-04,Industrial,SANTA CLARA,High Bill Inquiry,Low,Closed,2024-05-03,2024-05-22
SR00002653,,,ACCT001867,CUST001867,2024-09,Residential,KERN,High Bill Inquiry,Low,Closed,2024-10-03,2024-10-30
