meter_id,account_id,meter_type,install_date,meter_status
MTR004063,ACCT004063,Smart Meter,2023-05-06,Active
MTR004064,ACCT004064,Smart Meter,2021-04-07,Active
MTR004065,ACCT004065,Smart Meter,2021-09-04,Active
MTR004066,ACCT004066,Smart Meter,2021-01-14,Active
MTR004067,ACCT004067,Smart Meter,2018-07-11,Removed
MTR004068,ACCT004068,Smart Meter,2014-09-22,Active
MTR004069,ACCT004069,Smart Meter,2023-11-05,Active
MTR004070,ACCT004070,Smart Meter,2024-03-26,Active
MTR004071,ACCT004071,Smart Meter,2016-11-27,Active
MTR004072,ACCT004072,Smart Meter,2019-07-28,Active
MTR004073,ACCT004073,Smart Meter,2022-10-08,Active
MTR004074,ACCT004074,Smart Meter,2015-01-17,Active
MTR004075,ACCT004075,Smart Meter,2023-01-10,Active
MTR004076,ACCT004076,Smart Meter,2017-03-12,Active
MTR004077,ACCT004077,Smart Meter,2020-10-14,Active
MTR004078,ACCT004078,Smart Meter,2015-01-24,Active
MTR004079,ACCT004079,Smart Meter,2019-10-03,Active
MTR004080,ACCT004080,Legacy Meter,2019-09-03,Active
MTR004081,ACCT004081,Smart Meter,2015-01-30,Active
MTR004082,ACCT004082,Legacy Meter,2021-05-04,Active
MTR004083,ACCT004083,Smart Meter,2019-12-07,Removed
MTR004084,ACCT004084,Smart Meter,2024-04-02,Active
MTR004085,ACCT004085,Smart Meter,2016-09-09,Active
MTR004086,ACCT004086,Smart Meter,2024-01-06,Active
MTR004087,ACCT004087,Smart Meter,2022-12-01,Active
MTR004088,ACCT004088,Smart Meter,2020-02-18,Active
MTR004089,ACCT004089,Smart Meter,2019-05-17,Active
MTR004090,ACCT004090,Legacy Meter,2024-05-31,Active
MTR004091,ACCT004091,Smart Meter,2020-12-09,Inactive
MTR004092,ACCT004092,Smart Meter,2021-05-04,Active
MTR004093,ACCT004093,Smart Meter,2015-12-22,Active
MTR004094,ACCT004094,Smart Meter,2020-08-28,Inactive
MTR004095,ACCT004095,Smart Meter,2021-10-30,Active
MTR004096,ACCT004096,Smart Meter,2020-07-21,Active
MTR004097,ACCT004097,Smart Meter,2015-04-18,Active
MTR004098,ACCT004098,Smart Meter,2021-06-16,Inactive
MTR004099,ACCT004099,Smart Meter,2018-12-09,Active
MTR004100,ACCT004100,Smart Meter,2019-05-30,Active
MTR004101,ACCT004101,Legacy Meter,2019-08-13,Active
MTR004102,ACCT004102,Smart Meter,2022-07-19,Active
MTR004103,ACCT004103,Smart Meter,2016-07-13,Active
MTR004104,ACCT004104,Smart Meter,2016-05-25,Active
MTR004105,ACCT004105,Smart Meter,2023-10-16,Active
MTR004106,ACCT004106,Smart Meter,2022-04-20,Active
MTR004107,ACCT004107,Smart Meter,2022-12-27,Active
MTR004108,ACCT004108,Legacy Meter,2016-08-30,Active
MTR004109,ACCT004109,Smart Meter,2023-11-09,Active
MTR004110,ACCT004110,Smart Meter,2024-04-09,Active
MTR004111,ACCT004111,Smart Meter,2023-03-09,Active
MTR004112,ACCT004112,Smart Meter,2015-01-14,Active
MTR004113,ACCT004113,Legacy Meter,2023-04-21,Active
MTR004114,ACCT004114,Smart Meter,2017-08-14,Active
MTR004115,ACCT004115,Smart Meter,2024-04-26,Active
MTR004116,ACCT004116,Smart Meter,2019-12-26,Active
MTR004117,ACCT004117,Smart Meter,2014-05-05,Active
MTR004118,ACCT004118,Smart Meter,2022-03-01,Active
MTR004119,ACCT004119,Smart Meter,2023-06-26,Inactive
MTR004120,ACCT004120,Smart Meter,2017-11-26,Active
MTR004121,ACCT004121,Smart Meter,2015-04-25,Active
MTR004122,ACCT004122,Smart Meter,2023-07-05,Active
MTR004123,ACCT004123,Smart Meter,2021-03-02,Active
MTR004124,ACCT004124,Legacy Meter,2017-10-17,Active
MTR004125,ACCT004125,Legacy Meter,2019-10-15,Active
MTR004126,ACCT004126,Smart Meter,2023-08-01,Active
MTR004127,ACCT004127,Legacy Meter,2021-12-09,Active
MTR004128,ACCT004128,Smart Meter,2024-05-13,Active
MTR004129,ACCT004129,Smart Meter,2023-11-02,Active
MTR004130,ACCT004130,Smart Meter,2015-03-08,Active
MTR004131,ACCT004131,Smart Meter,2019-05-13,Active
MTR004132,ACCT004132,Legacy Meter,2022-09-12,Active
MTR004133,ACCT004133,Smart Meter,2017-01-17,Active
MTR004134,ACCT004134,Smart Meter,2015-08-24,Active
MTR004135,ACCT004135,Smart Meter,2016-05-05,Active
MTR004136,ACCT004136,Smart Meter,2019-08-16,Active
MTR004137,ACCT004137,Smart Meter,2014-06-07,Active
MTR004138,ACCT004138,Legacy Meter,2023-06-13,Active
MTR004139,ACCT004139,Smart Meter,2020-07-05,Active
MTR004140,ACCT004140,Smart Meter,2017-01-31,Active
MTR004141,ACCT004141,Smart Meter,2014-08-11,Active
MTR004142,ACCT004142,Smart Meter,2020-09-15,Active
MTR004143,ACCT004143,Smart Meter,2018-09-03,Active
MTR004144,ACCT004144,Smart Meter,2015-06-29,Active
MTR004145,ACCT004145,Smart Meter,2020-12-31,Active
MTR004146,ACCT004146,Smart Meter,2024-04-22,Active
MTR004147,ACCT004147,Smart Meter,2020-02-10,Active
MTR004148,ACCT004148,Smart Meter,2022-02-10,Active
MTR004149,ACCT004149,Smart Meter,2022-08-25,Active
MTR004150,ACCT004150,Smart Meter,2021-03-13,Active
MTR004151,ACCT004151,Smart Meter,2023-06-14,Active
MTR004152,ACCT004152,Legacy Meter,2015-06-22,Active
MTR004153,ACCT004153,Smart Meter,2017-12-07,Active
MTR004154,ACCT004154,Smart Meter,2024-12-05,Active
MTR004155,ACCT004155,Smart Meter,2021-01-09,Active
MTR004156,ACCT004156,Smart Meter,2021-09-16,Active
MTR004157,ACCT004157,Smart Meter,2024-04-23,Active
MTR004158,ACCT004158,Smart Meter,2020-05-31,Active
MTR004159,ACCT004159,Smart Meter,2022-05-21,Active
MTR004160,ACCT004160,Smart Meter,2014-09-17,Active
MTR004161,ACCT004161,Smart Meter,2023-06-18,Active
MTR004162,ACCT004162,Smart Meter,2016-04-05,Active
MTR004163,ACCT004163,Smart Meter,2023-03-30,Active
MTR004164,ACCT004164,Smart Meter,2014-11-12,Active
MTR004165,ACCT004165,Legacy Meter,2016-01-16,Active
MTR004166,ACCT004166,Smart Meter,2024-08-01,Active
MTR004167,ACCT004167,Smart Meter,2015-12-20,Active
MTR004168,ACCT004168,Smart Meter,2017-01-05,Active
MTR004169,ACCT004169,Smart Meter,2021-06-20,Active
MTR004170,ACCT004170,Smart Meter,2021-12-11,Active
MTR004171,ACCT004171,Smart Meter,2023-06-13,Active
MTR004172,ACCT004172,Smart Meter,2015-04-06,Active
MTR004173,ACCT004173,Smart Meter,2022-07-25,Active
MTR004174,ACCT004174,Smart Meter,2021-10-25,Active
MTR004175,ACCT004175,Smart Meter,2017-01-09,Active
MTR004176,ACCT004176,Smart Meter,2018-08-30,Active
MTR004177,ACCT004177,Smart Meter,2022-11-22,Active
MTR004178,ACCT004178,Smart Meter,2021-10-11,Active
MTR004179,ACCT004179,Smart Meter,2022-02-25,Active
MTR004180,ACCT004180,Smart Meter,2017-11-07,Active
MTR004181,ACCT004181,Smart Meter,2020-01-06,Active
MTR004182,ACCT004182,Smart Meter,2021-09-16,Active
MTR004183,ACCT004183,Smart Meter,2023-03-07,Active
MTR004184,ACCT004184,Legacy Meter,2020-07-20,Active
MTR004185,ACCT004185,Smart Meter,2018-12-19,Active
MTR004186,ACCT004186,Smart Meter,2018-12-20,Active
MTR004187,ACCT004187,Smart Meter,2023-07-13,Active
MTR004188,ACCT004188,Smart Meter,2018-10-08,Removed
MTR004189,ACCT004189,Smart Meter,2016-08-31,Active
MTR004190,ACCT004190,Smart Meter,2016-07-10,Active
MTR004191,ACCT004191,Smart Meter,2014-01-30,Active
MTR004192,ACCT004192,Smart Meter,2021-08-09,Active
MTR004193,ACCT004193,Legacy Meter,2023-07-26,Active
MTR004194,ACCT004194,Smart Meter,2016-09-08,Active
MTR004195,ACCT004195,Smart Meter,2014-08-19,Active
MTR004196,ACCT004196,Smart Meter,2023-05-24,Active
MTR004197,ACCT004197,Smart Meter,2017-03-31,Active
MTR004198,ACCT004198,Smart Meter,2021-08-08,Active
MTR004199,ACCT004199,Smart Meter,2017-06-05,Active
MTR004200,ACCT004200,Smart Meter,2024-09-21,Active
MTR004201,ACCT004201,Smart Meter,2017-05-29,Active
MTR004202,ACCT004202,Smart Meter,2021-08-25,Active
MTR004203,ACCT004203,Smart Meter,2017-01-01,Active
MTR004204,ACCT004204,Smart Meter,2015-02-03,Active
MTR004205,ACCT004205,Smart Meter,2014-04-05,Active
MTR004206,ACCT004206,Smart Meter,2019-05-18,Active
MTR004207,ACCT004207,Smart Meter,2015-04-20,Active
MTR004208,ACCT004208,Legacy Meter,2022-09-02,Active
MTR004209,ACCT004209,Smart Meter,2019-04-14,Active
MTR004210,ACCT004210,Smart Meter,2018-11-14,Active
MTR004211,ACCT004211,Legacy Meter,2024-10-31,Active
MTR004212,ACCT004212,Smart Meter,2024-08-12,Inactive
MTR004213,ACCT004213,Smart Meter,2016-02-14,Active
MTR004214,ACCT004214,Smart Meter,2017-02-21,Active
MTR004215,ACCT004215,Smart Meter,2021-10-18,Active
MTR004216,ACCT004216,Smart Meter,2018-03-04,Active
MTR004217,ACCT004217,Smart Meter,2024-07-17,Active
MTR004218,ACCT004218,Smart Meter,2022-03-11,Active
MTR004219,ACCT004219,Smart Meter,2022-05-29,Active
MTR004220,ACCT004220,Smart Meter,2015-09-13,Active
MTR004221,ACCT004221,Smart Meter,2021-12-17,Active
MTR004222,ACCT004222,Smart Meter,2016-08-21,Inactive
MTR004223,ACCT004223,Legacy Meter,2022-07-17,Active
MTR004224,ACCT004224,Smart Meter,2021-10-31,Active
MTR004225,ACCT004225,Smart Meter,2019-11-13,Active
MTR004226,ACCT004226,Smart Meter,2018-02-09,Active
MTR004227,ACCT004227,Smart Meter,2019-09-12,Active
MTR004228,ACCT004228,Smart Meter,2022-09-25,Active
MTR004229,ACCT004229,Smart Meter,2024-03-04,Active
MTR004230,ACCT004230,Smart Meter,2023-02-05,Active
MTR004231,ACCT004231,Smart Meter,2017-08-19,Active
MTR004232,ACCT004232,Smart Meter,2014-05-02,Active
MTR004233,ACCT004233,Smart Meter,2014-08-06,Active
MTR004234,ACCT004234,Smart Meter,2016-12-12,Active
MTR004235,ACCT004235,Smart Meter,2022-10-03,Active
MTR004236,ACCT004236,Smart Meter,2017-03-28,Inactive
MTR004237,ACCT004237,Smart Meter,2018-08-22,Active
MTR004238,ACCT004238,Legacy Meter,2016-03-05,Active
MTR004239,ACCT004239,Legacy Meter,2018-06-13,Active
MTR004240,ACCT004240,Smart Meter,2014-06-25,Active
MTR004241,ACCT004241,Smart Meter,2014-10-19,Active
MTR004242,ACCT004242,Smart Meter,2024-12-30,Active
MTR004243,ACCT004243,Smart Meter,2022-11-05,Active
MTR004244,ACCT004244,Smart Meter,2015-05-06,Active
MTR004245,ACCT004245,Legacy Meter,2021-09-09,Active
MTR004246,ACCT004246,Legacy Meter,2023-05-22,Active
MTR004247,ACCT004247,Smart Meter,2015-09-26,Active
MTR004248,ACCT004248,Smart Meter,2017-06-14,Active
MTR004249,ACCT004249,Smart Meter,2023-08-01,Active
MTR004250,ACCT004250,Smart Meter,2019-12-13,Inactive
MTR004251,ACCT004251,Smart Meter,2023-04-10,Active
MTR004252,ACCT004252,Smart Meter,2023-03-05,Active
MTR004253,ACCT004253,Smart Meter,2019-03-06,Active
MTR004254,ACCT004254,Smart Meter,2024-09-12,Active
MTR004255,ACCT004255,Smart Meter,2015-08-27,Active
MTR004256,ACCT004256,Smart Meter,2022-03-05,Active
MTR004257,ACCT004257,Smart Meter,2017-02-02,Active
MTR004258,ACCT004258,Smart Meter,2016-12-01,Removed
MTR004259,ACCT004259,Smart Meter,2023-07-01,Active
MTR004260,ACCT004260,Smart Meter,2018-07-23,Active
MTR004261,ACCT004261,Smart Meter,2018-01-23,Active
MTR004262,ACCT004262,Smart Meter,2015-05-06,Active
MTR004263,ACCT004263,Smart Meter,2015-07-19,Active
MTR004264,ACCT004264,Smart Meter,2014-06-17,Active
MTR004265,ACCT004265,Smart Meter,2024-01-22,Active
MTR004266,ACCT004266,Smart Meter,2016-01-29,Active
MTR004267,ACCT004267,Smart Meter,2017-04-12,Inactive
MTR004268,ACCT004268,Legacy Meter,2023-06-06,Active
MTR004269,ACCT004269,Smart Meter,2024-01-19,Active
MTR004270,ACCT004270,Smart Meter,2019-03-20,Active
MTR004271,ACCT004271,Smart Meter,2017-03-19,Active
MTR004272,ACCT004272,Smart Meter,2020-04-15,Active
MTR004273,ACCT004273,Legacy Meter,2018-07-09,Active
MTR004274,ACCT004274,Smart Meter,2014-06-29,Active
MTR004275,ACCT004275,Smart Meter,2022-09-27,Active
MTR004276,ACCT004276,Legacy Meter,2014-01-28,Active
MTR004277,ACCT004277,Smart Meter,2019-01-19,Active
MTR004278,ACCT004278,Smart Meter,2019-12-05,Active
MTR004279,ACCT004279,Smart Meter,2021-07-13,Active
MTR004280,ACCT004280,Smart Meter,2021-05-28,Active
MTR004281,ACCT004281,Smart Meter,2021-11-19,Active
MTR004282,ACCT004282,Smart Meter,2014-09-19,Active
MTR004283,ACCT004283,Legacy Meter,2024-03-14,Active
MTR004284,ACCT004284,Smart Meter,2021-04-27,Active
MTR004285,ACCT004285,Smart Meter,2024-11-11,Active
MTR004286,ACCT004286,Smart Meter,2021-10-03,Active
MTR004287,ACCT004287,Smart Meter,2022-07-07,Active
MTR004288,ACCT004288,Smart Meter,2014-07-16,Active
MTR004289,ACCT004289,Smart Meter,2023-11-06,Active
MTR004290,ACCT004290,Smart Meter,2024-02-13,Active
MTR004291,ACCT004291,Smart Meter,2017-12-31,Active
MTR004292,ACCT004292,Smart Meter,2024-03-09,Active
MTR004293,ACCT004293,Legacy Meter,2021-06-24,Active
MTR004294,ACCT004294,Legacy Meter,2018-07-21,Active
MTR004295,ACCT004295,Smart Meter,2021-12-31,Active
MTR004296,ACCT004296,Legacy Meter,2017-12-04,Active
MTR004297,ACCT004297,Smart Meter,2014-11-29,Active
MTR004298,ACCT004298,Smart Meter,2023-11-12,Active
MTR004299,ACCT004299,Smart Meter,2024-12-29,Active
MTR004300,ACCT004300,Smart Meter,2023-09-07,Active
MTR004301,ACCT004301,Smart Meter,2021-07-30,Active
MTR004302,ACCT004302,Smart Meter,2017-03-27,Active
MTR004303,ACCT004303,Smart Meter,2022-11-06,Active
MTR004304,ACCT004304,Smart Meter,2023-04-29,Active
MTR004305,ACCT004305,Smart Meter,2018-11-11,Active
MTR004306,ACCT004306,Smart Meter,2023-06-10,Active
MTR004307,ACCT004307,Smart Meter,2014-03-20,Active
MTR004308,ACCT004308,Smart Meter,2019-02-11,Active
MTR004309,ACCT004309,Smart Meter,2019-03-08,Active
MTR004310,ACCT004310,Smart Meter,2024-09-19,Active
MTR004311,ACCT004311,Smart Meter,2014-07-16,Active
MTR004312,ACCT004312,Smart Meter,2022-09-27,Active
MTR004313,ACCT004313,Smart Meter,2018-11-19,Active
MTR004314,ACCT004314,Smart Meter,2024-03-11,Active
MTR004315,ACCT004315,Legacy Meter,2014-08-14,Active
MTR004316,ACCT004316,Smart Meter,2021-03-27,Active
MTR004317,ACCT004317,Smart Meter,2023-07-14,Active
MTR004318,ACCT004318,Smart Meter,2018-04-11,Active
MTR004319,ACCT004319,Smart Meter,2024-02-29,Active
MTR004320,ACCT004320,Smart Meter,2022-02-08,Active
MTR004321,ACCT004321,Smart Meter,2016-01-05,Active
MTR004322,ACCT004322,Smart Meter,2017-09-24,Active
MTR004323,ACCT004323,Smart Meter,2018-04-29,Active
MTR004324,ACCT004324,Smart Meter,2018-06-08,Active
MTR004325,ACCT004325,Smart Meter,2019-08-05,Inactive
MTR004326,ACCT004326,Smart Meter,2022-02-14,Active
MTR004327,ACCT004327,Smart Meter,2021-01-28,Active
MTR004328,ACCT004328,Smart Meter,2014-08-08,Active
MTR004329,ACCT004329,Smart Meter,2020-05-29,Active
MTR004330,ACCT004330,Smart Meter,2017-05-12,Active
MTR004331,ACCT004331,Smart Meter,2024-10-26,Active
MTR004332,ACCT004332,Smart Meter,2018-09-25,Active
MTR004333,ACCT004333,Smart Meter,2023-10-26,Active
MTR004334,ACCT004334,Smart Meter,2014-07-21,Active
MTR004335,ACCT004335,Legacy Meter,2019-03-05,Active
MTR004336,ACCT004336,Smart Meter,2019-09-11,Removed
MTR004337,ACCT004337,Smart Meter,2022-08-27,Active
MTR004338,ACCT004338,Smart Meter,2022-12-18,Inactive
MTR004339,ACCT004339,Smart Meter,2018-09-10,Active
MTR004340,ACCT004340,Smart Meter,2024-05-04,Active
MTR004341,ACCT004341,Smart Meter,2024-04-01,Active
MTR004342,ACCT004342,Smart Meter,2023-03-19,Active
MTR004343,ACCT004343,Smart Meter,2021-07-26,Active
MTR004344,ACCT004344,Smart Meter,2016-01-23,Inactive
MTR004345,ACCT004345,Smart Meter,2016-10-13,Inactive
MTR004346,ACCT004346,Smart Meter,2014-04-25,Active
MTR004347,ACCT004347,Smart Meter,2021-08-01,Active
MTR004348,ACCT004348,Smart Meter,2017-05-30,Active
MTR004349,ACCT004349,Smart Meter,2024-11-24,Active
MTR004350,ACCT004350,Smart Meter,2020-02-08,Active
MTR004351,ACCT004351,Smart Meter,2021-09-19,Active
MTR004352,ACCT004352,Smart Meter,2015-04-14,Active
MTR004353,ACCT004353,Smart Meter,2015-03-02,Active
MTR004354,ACCT004354,Smart Meter,2018-04-25,Active
MTR004355,ACCT004355,Smart Meter,2019-02-09,Active
MTR004356,ACCT004356,Smart Meter,2016-04-13,Active
MTR004357,ACCT004357,Smart Meter,2022-07-29,Inactive
MTR004358,ACCT004358,Smart Meter,2019-07-22,Active
MTR004359,ACCT004359,Smart Meter,2020-12-07,Active
MTR004360,ACCT004360,Smart Meter,2014-01-11,Active
MTR004361,ACCT004361,Smart Meter,2024-02-21,Inactive
MTR004362,ACCT004362,Smart Meter,2017-11-09,Active
MTR004363,ACCT004363,Legacy Meter,2023-07-14,Active
MTR004364,ACCT004364,Smart Meter,2019-09-21,Active
MTR004365,ACCT004365,Smart Meter,2018-09-22,Active
MTR004366,ACCT004366,Smart Meter,2019-12-11,Active
MTR004367,ACCT004367,Smart Meter,2021-07-11,Removed
MTR004368,ACCT004368,Smart Meter,2020-04-18,Active
MTR004369,ACCT004369,Smart Meter,2016-08-30,Inactive
MTR004370,ACCT004370,Smart Meter,2015-08-27,Active
MTR004371,ACCT004371,Smart Meter,2023-09-26,Active
MTR004372,ACCT004372,Smart Meter,2014-08-01,Active
MTR004373,ACCT004373,Smart Meter,2024-09-06,Active
MTR004374,ACCT004374,Smart Meter,2024-05-13,Active
MTR004375,ACCT004375,Smart Meter,2020-05-04,Active
MTR004376,ACCT004376,Smart Meter,2022-05-12,Active
MTR004377,ACCT004377,Smart Meter,2024-03-27,Active
MTR004378,ACCT004378,Smart Meter,2021-07-17,Active
MTR004379,ACCT004379,Smart Meter,2015-06-24,Active
MTR004380,ACCT004380,Smart Meter,2015-12-07,Active
MTR004381,ACCT004381,Legacy Meter,2024-12-09,Active
MTR004382,ACCT004382,Smart Meter,2022-05-17,Active
MTR004383,ACCT004383,Smart Meter,2018-10-25,Active
MTR004384,ACCT004384,Smart Meter,2021-04-20,Active
MTR004385,ACCT004385,Smart Meter,2018-08-12,Active
MTR004386,ACCT004386,Smart Meter,2017-03-04,Active
MTR004387,ACCT004387,Smart Meter,2015-05-13,Active
MTR004388,ACCT004388,Smart Meter,2022-05-27,Active
MTR004389,ACCT004389,Smart Meter,2024-01-27,Active
MTR004390,ACCT004390,Legacy Meter,2016-02-21,Active
MTR004391,ACCT004391,Smart Meter,2024-12-20,Active
MTR004392,ACCT004392,Smart Meter,2019-03-25,Active
MTR004393,ACCT004393,Smart Meter,2014-05-06,Active
MTR004394,ACCT004394,Smart Meter,2023-05-24,Active
MTR004395,ACCT004395,Smart Meter,2018-03-07,Active
MTR004396,ACCT004396,Smart Meter,2016-04-20,Active
MTR004397,ACCT004397,Smart Meter,2016-09-09,Active
MTR004398,ACCT004398,Smart Meter,2017-09-03,Active
MTR004399,ACCT004399,Smart Meter,2014-01-12,Active
MTR004400,ACCT004400,Smart Meter,2018-02-09,Active
MTR004401,ACCT004401,Smart Meter,2017-08-10,Active
MTR004402,ACCT004402,Smart Meter,2018-01-03,Active
MTR004403,ACCT004403,Smart Meter,2019-01-05,Active
MTR004404,ACCT004404,Smart Meter,2024-09-30,Active
MTR004405,ACCT004405,Smart Meter,2015-05-31,Active
MTR004406,ACCT004406,Smart Meter,2024-08-23,Active
MTR004407,ACCT004407,Smart Meter,2023-06-25,Active
MTR004408,ACCT004408,Smart Meter,2020-06-21,Active
MTR004409,ACCT004409,Smart Meter,2018-08-31,Active
MTR004410,ACCT004410,Smart Meter,2022-06-07,Active
MTR004411,ACCT004411,Legacy Meter,2023-10-20,Active
MTR004412,ACCT004412,Smart Meter,2017-02-21,Active
MTR004413,ACCT004413,Smart Meter,2023-06-06,Active
MTR004414,ACCT004414,Smart Meter,2020-06-19,Active
MTR004415,ACCT004415,Smart Meter,2022-12-01,Active
MTR004416,ACCT004416,Smart Meter,2021-02-07,Active
MTR004417,ACCT004417,Smart Meter,2024-01-05,Active
MTR004418,ACCT004418,Smart Meter,2024-10-29,Active
MTR004419,ACCT004419,Legacy Meter,2018-03-29,Inactive
MTR004420,ACCT004420,Smart Meter,2019-09-18,Active
MTR004421,ACCT004421,Smart Meter,2022-08-22,Removed
MTR004422,ACCT004422,Smart Meter,2022-06-20,Active
MTR004423,ACCT004423,Smart Meter,2020-04-19,Active
MTR004424,ACCT004424,Smart Meter,2020-06-08,Active
MTR004425,ACCT004425,Smart Meter,2016-09-05,Active
MTR004426,ACCT004426,Smart Meter,2020-04-24,Active
MTR004427,ACCT004427,Smart Meter,2024-08-19,Active
MTR004428,ACCT004428,Smart Meter,2022-05-06,Active
MTR004429,ACCT004429,Smart Meter,2021-02-02,Active
MTR004430,ACCT004430,Smart Meter,2019-06-30,Active
MTR004431,ACCT004431,Smart Meter,2021-05-11,Removed
MTR004432,ACCT004432,Smart Meter,2019-01-21,Active
MTR004433,ACCT004433,Smart Meter,2021-02-12,Active
MTR004434,ACCT004434,Smart Meter,2020-11-13,Active
MTR004435,ACCT004435,Smart Meter,2024-01-29,Active
MTR004436,ACCT004436,Smart Meter,2014-08-12,Active
MTR004437,ACCT004437,Smart Meter,2019-11-10,Active
MTR004438,ACCT004438,Smart Meter,2014-10-07,Active
MTR004439,ACCT004439,Smart Meter,2017-04-08,Active
MTR004440,ACCT004440,Smart Meter,2018-12-25,Active
MTR004441,ACCT004441,Smart Meter,2018-10-24,Active
MTR004442,ACCT004442,Smart Meter,2019-08-08,Active
MTR004443,ACCT004443,Smart Meter,2024-02-18,Active
MTR004444,ACCT004444,Smart Meter,2014-09-05,Active
MTR004445,ACCT004445,Smart Meter,2017-10-16,Active
MTR004446,ACCT004446,Smart Meter,2017-10-04,Active
MTR004447,ACCT004447,Smart Meter,2021-12-23,Active
MTR004448,ACCT004448,Smart Meter,2023-08-08,Active
MTR004449,ACCT004449,Smart Meter,2023-07-10,Active
MTR004450,ACCT004450,Smart Meter,2024-01-21,Removed
MTR004451,ACCT004451,Smart Meter,2019-10-27,Active
MTR004452,ACCT004452,Smart Meter,2020-11-10,Active
MTR004453,ACCT004453,Smart Meter,2021-03-18,Active
MTR004454,ACCT004454,Smart Meter,2023-06-26,Removed
MTR004455,ACCT004455,Smart Meter,2022-06-13,Active
MTR004456,ACCT004456,Legacy Meter,2014-02-14,Active
MTR004457,ACCT004457,Smart Meter,2019-09-17,Active
MTR004458,ACCT004458,Smart Meter,2015-02-20,Active
MTR004459,ACCT004459,Smart Meter,2020-04-11,Active
MTR004460,ACCT004460,Smart Meter,2022-07-31,Active
MTR004461,ACCT004461,Smart Meter,2020-12-15,Inactive
MTR004462,ACCT004462,Smart Meter,2024-01-28,Active
MTR004463,ACCT004463,Smart Meter,2020-06-28,Active
MTR004464,ACCT004464,Legacy Meter,2017-06-29,Active
MTR004465,ACCT004465,Legacy Meter,2020-11-20,Inactive
MTR004466,ACCT004466,Smart Meter,2016-12-20,Active
MTR004467,ACCT004467,Smart Meter,2024-07-19,Active
MTR004468,ACCT004468,Smart Meter,2017-02-16,Active
MTR004469,ACCT004469,Smart Meter,2014-03-28,Active
MTR004470,ACCT004470,Smart Meter,2024-01-15,Active
MTR004471,ACCT004471,Smart Meter,2019-10-29,Active
MTR004472,ACCT004472,Smart Meter,2014-08-16,Inactive
MTR004473,ACCT004473,Smart Meter,2020-12-05,Active
MTR004474,ACCT004474,Legacy Meter,2019-01-13,Active
MTR004475,ACCT004475,Smart Meter,2015-09-15,Active
MTR004476,ACCT004476,Smart Meter,2024-10-28,Active
MTR004477,ACCT004477,Smart Meter,2023-04-05,Active
MTR004478,ACCT004478,Smart Meter,2018-05-26,Inactive
MTR004479,ACCT004479,Smart Meter,2022-03-15,Active
MTR004480,ACCT004480,Smart Meter,2015-04-30,Active
MTR004481,ACCT004481,Smart Meter,2021-11-27,Active
MTR004482,ACCT004482,Legacy Meter,2014-01-25,Active
MTR004483,ACCT004483,Smart Meter,2018-12-20,Active
MTR004484,ACCT004484,Smart Meter,2017-05-10,Active
MTR004485,ACCT004485,Smart Meter,2024-12-11,Active
MTR004486,ACCT004486,Smart Meter,2017-06-02,Active
MTR004487,ACCT004487,Smart Meter,2016-02-18,Active
MTR004488,ACCT004488,Smart Meter,2023-10-22,Active
MTR004489,ACCT004489,Smart Meter,2016-07-19,Active
MTR004490,ACCT004490,Smart Meter,2021-10-13,Active
MTR004491,ACCT004491,Smart Meter,2024-02-18,Active
MTR004492,ACCT004492,Smart Meter,2018-05-22,Active
MTR004493,ACCT004493,Smart Meter,2018-05-02,Active
MTR004494,ACCT004494,Smart Meter,2016-01-23,Active
MTR004495,ACCT004495,Smart Meter,2018-09-10,Active
MTR004496,ACCT004496,Smart Meter,2023-11-01,Active
MTR004497,ACCT004497,Smart Meter,2022-11-29,Active
MTR004498,ACCT004498,Smart Meter,2017-01-05,Active
MTR004499,ACCT004499,Smart Meter,2015-03-02,Active
MTR004500,ACCT004500,Smart Meter,2022-08-05,Active
MTR004501,ACCT004501,Smart Meter,2015-10-22,Active
MTR004502,ACCT004502,Smart Meter,2018-02-26,Active
MTR004503,ACCT004503,Legacy Meter,2021-06-25,Active
MTR004504,ACCT004504,Smart Meter,2015-07-01,Active
MTR004505,ACCT004505,Smart Meter,2017-01-05,Active
MTR004506,ACCT004506,Smart Meter,2022-02-11,Active
MTR004507,ACCT004507,Smart Meter,2024-07-30,Active
MTR004508,ACCT004508,Smart Meter,2024-04-26,Active
MTR004509,ACCT004509,Smart Meter,2019-10-04,Active
MTR004510,ACCT004510,Smart Meter,2024-11-20,Active
MTR004511,ACCT004511,Smart Meter,2024-01-26,Active
MTR004512,ACCT004512,Smart Meter,2018-02-05,Active
MTR004513,ACCT004513,Smart Meter,2024-03-16,Active
MTR004514,ACCT004514,Smart Meter,2023-02-01,Active
MTR004515,ACCT004515,Smart Meter,2018-01-02,Active
MTR004516,ACCT004516,Legacy Meter,2018-10-02,Active
MTR004517,ACCT004517,Smart Meter,2018-11-07,Active
MTR004518,ACCT004518,Smart Meter,2020-06-19,Active
MTR004519,ACCT004519,Smart Meter,2017-09-05,Removed
MTR004520,ACCT004520,Smart Meter,2020-03-17,Active
MTR004521,ACCT004521,Smart Meter,2024-09-20,Active
MTR004522,ACCT004522,Smart Meter,2017-10-26,Removed
MTR004523,ACCT004523,Smart Meter,2017-05-24,Active
MTR004524,ACCT004524,Smart Meter,2014-02-18,Active
